team,player_name,position,caps,club,overall,pace,shooting,passing,dribbling,defending,physic,preferred_foot,total_goals,total_assists,total_minutes,market_value_in_eur,photo_url
Haiti,Dominique Simon,MID,2,,75.0,65.0,56.0,72.0,78.0,62.0,72.0,Right,0.0,0.0,172.0,,https://ui-avatars.com/api/?name=Dominique%20Simon&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Haiti,Woodensky Pierre,MID,1,,68.0,63.0,73.0,80.0,75.0,77.0,60.0,Right,,,,,https://ui-avatars.com/api/?name=Woodensky%20Pierre&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Yassine Bounou,GK,90,,78.0,52.0,30.0,52.0,38.0,22.0,74.0,Right,1.0,3.0,19548.0,3500000.0,https://ui-avatars.com/api/?name=Yassine%20Bounou&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Achraf Hakimi,DEF,96,,85.0,90.0,68.0,78.0,80.0,78.0,76.0,Right,48.0,72.0,26692.0,80000000.0,https://ui-avatars.com/api/?name=Achraf%20Hakimi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Noussair Mazraoui,DEF,45,,73.0,81.0,40.0,56.0,54.0,82.0,82.0,Right,11.0,21.0,19344.0,20000000.0,https://ui-avatars.com/api/?name=Noussair%20Mazraoui&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Sofyan Amrabat,MID,75,,80.0,68.0,58.0,72.0,72.0,80.0,82.0,Right,9.0,18.0,22751.0,12000000.0,https://ui-avatars.com/api/?name=Sofyan%20Amrabat&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Marwane Saâdane,DEF,8,,79.0,79.0,53.0,59.0,59.0,82.0,74.0,Right,4.0,2.0,4251.0,450000.0,https://ui-avatars.com/api/?name=Marwane%20Sa%C3%A2dane&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Ayyoub Bouaddi,MID,3,,76.0,75.0,58.0,66.0,81.0,62.0,71.0,Right,0.0,3.0,4891.0,50000000.0,https://ui-avatars.com/api/?name=Ayyoub%20Bouaddi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Chemsdine Talbi,MID,5,,76.0,59.0,67.0,78.0,78.0,66.0,68.0,Right,11.0,7.0,3293.0,25000000.0,https://ui-avatars.com/api/?name=Chemsdine%20Talbi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Azzedine Ounahi,MID,49,,70.0,65.0,56.0,77.0,70.0,65.0,65.0,Right,13.0,11.0,8081.0,10000000.0,https://ui-avatars.com/api/?name=Azzedine%20Ounahi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Soufiane Rahimi,FWD,37,,72.0,78.0,77.0,63.0,73.0,39.0,62.0,Right,,,,,https://ui-avatars.com/api/?name=Soufiane%20Rahimi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Brahim Díaz,FWD,26,,84.0,88.0,78.0,76.0,85.0,42.0,68.0,Right,44.0,44.0,14283.0,35000000.0,https://ui-avatars.com/api/?name=Brahim%20D%C3%ADaz&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Ismael Saibari,MID,31,,75.0,61.0,74.0,68.0,69.0,53.0,76.0,Right,43.0,30.0,9004.0,32000000.0,https://ui-avatars.com/api/?name=Ismael%20Saibari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Munir Mohamedi,GK,53,,75.0,40.0,29.0,40.0,35.0,27.0,72.0,Right,,,,,https://ui-avatars.com/api/?name=Munir%20Mohamedi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Zakaria El Ouahdi,DEF,3,,80.0,72.0,52.0,63.0,64.0,84.0,81.0,Right,14.0,6.0,6835.0,15000000.0,https://ui-avatars.com/api/?name=Zakaria%20El%20Ouahdi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Issa Diop,DEF,4,,73.0,81.0,37.0,69.0,61.0,78.0,82.0,Right,15.0,7.0,23800.0,10000000.0,https://ui-avatars.com/api/?name=Issa%20Diop&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Samir El Mourabet,MID,4,,80.0,58.0,60.0,79.0,82.0,68.0,70.0,Right,1.0,3.0,2137.0,18000000.0,https://ui-avatars.com/api/?name=Samir%20El%20Mourabet&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Gessime Yassine,MID,5,,79.0,80.0,56.0,78.0,69.0,53.0,76.0,Right,0.0,2.0,510.0,10000000.0,https://ui-avatars.com/api/?name=Gessime%20Yassine&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Amine Sbaï,FWD,2,,72.0,84.0,76.0,61.0,78.0,35.0,77.0,Right,3.0,1.0,1834.0,2500000.0,https://ui-avatars.com/api/?name=Amine%20Sba%C3%AF&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Chadi Riad,DEF,6,,71.0,69.0,48.0,69.0,60.0,82.0,72.0,Right,0.0,1.0,2969.0,12000000.0,https://ui-avatars.com/api/?name=Chadi%20Riad&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Youssef Belammari,DEF,19,,70.0,66.0,55.0,64.0,65.0,76.0,80.0,Right,2.0,0.0,269.0,,https://ui-avatars.com/api/?name=Youssef%20Belammari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Ayoub El Kaabi,FWD,71,,73.0,77.0,70.0,59.0,74.0,25.0,63.0,Right,93.0,13.0,12004.0,5000000.0,https://ui-avatars.com/api/?name=Ayoub%20El%20Kaabi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Ayoube Amaimouni,FWD,2,,71.0,74.0,83.0,71.0,80.0,36.0,75.0,Right,2.0,3.0,580.0,7000000.0,https://ui-avatars.com/api/?name=Ayoube%20Amaimouni&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Ahmed Reda Tagnaouti,GK,3,,77.0,51.0,33.0,56.0,42.0,22.0,72.0,Right,0.0,2.0,443.0,150000.0,https://ui-avatars.com/api/?name=Ahmed%20Reda%20Tagnaouti&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Bilal El Khannouss,MID,37,,80.0,71.0,72.0,71.0,70.0,61.0,62.0,Right,15.0,22.0,10259.0,32000000.0,https://ui-avatars.com/api/?name=Bilal%20El%20Khannouss&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Neil El Aynaoui,MID,16,,73.0,71.0,69.0,78.0,74.0,66.0,71.0,Right,11.0,6.0,5848.0,20000000.0,https://ui-avatars.com/api/?name=Neil%20El%20Aynaoui&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Redouane Halhal,DEF,3,,73.0,58.0,43.0,55.0,65.0,80.0,81.0,Right,1.0,2.0,2039.0,3000000.0,https://ui-avatars.com/api/?name=Redouane%20Halhal&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Morocco,Anass Salah-Eddine,DEF,9,,75.0,76.0,55.0,70.0,51.0,79.0,77.0,Right,2.0,10.0,5396.0,12000000.0,https://ui-avatars.com/api/?name=Anass%20Salah-Eddine&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Angus Gunn,GK,22,,70.0,47.0,24.0,57.0,43.0,19.0,78.0,Right,0.0,0.0,3525.0,1500000.0,https://ui-avatars.com/api/?name=Angus%20Gunn&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Aaron Hickey,DEF,21,,75.0,65.0,47.0,50.0,55.0,80.0,77.0,Right,7.0,3.0,9378.0,16000000.0,https://ui-avatars.com/api/?name=Aaron%20Hickey&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Andy Robertson,DEF,94,,80.0,76.0,53.0,58.0,66.0,83.0,78.0,Right,9.0,6.0,2282.0,2200000.0,https://ui-avatars.com/api/?name=Andy%20Robertson&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Scott McTominay,MID,70,,75.0,79.0,74.0,65.0,77.0,57.0,77.0,Right,54.0,17.0,21859.0,45000000.0,https://ui-avatars.com/api/?name=Scott%20McTominay&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Grant Hanley,DEF,68,,81.0,55.0,36.0,50.0,50.0,80.0,82.0,Right,2.0,0.0,6458.0,200000.0,https://ui-avatars.com/api/?name=Grant%20Hanley&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Kieran Tierney,DEF,56,,70.0,67.0,54.0,71.0,56.0,73.0,75.0,Right,18.0,57.0,26188.0,8000000.0,https://ui-avatars.com/api/?name=Kieran%20Tierney&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,John McGinn,MID,86,,76.0,71.0,72.0,79.0,69.0,59.0,71.0,Right,41.0,47.0,31651.0,15000000.0,https://ui-avatars.com/api/?name=John%20McGinn&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Tyler Fletcher,MID,2,,70.0,65.0,65.0,67.0,78.0,55.0,68.0,Right,,,,,https://ui-avatars.com/api/?name=Tyler%20Fletcher&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Lyndon Dykes,FWD,51,,75.0,80.0,74.0,63.0,73.0,36.0,65.0,Right,13.0,11.0,3203.0,1000000.0,https://ui-avatars.com/api/?name=Lyndon%20Dykes&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Ché Adams,FWD,47,,76.0,74.0,58.0,72.0,72.0,78.0,76.0,Right,42.0,22.0,13092.0,8500000.0,https://ui-avatars.com/api/?name=Ch%C3%A9%20Adams&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Ryan Christie,MID,68,,77.0,75.0,74.0,79.0,78.0,56.0,70.0,Right,69.0,71.0,25603.0,9000000.0,https://ui-avatars.com/api/?name=Ryan%20Christie&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Liam Kelly,GK,3,,73.0,43.0,25.0,42.0,44.0,26.0,76.0,Right,6.0,1.0,1707.0,600000.0,https://ui-avatars.com/api/?name=Liam%20Kelly&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Jack Hendry,DEF,38,,79.0,68.0,45.0,67.0,61.0,78.0,81.0,Right,3.0,2.0,9665.0,2500000.0,https://ui-avatars.com/api/?name=Jack%20Hendry&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Ross Stewart,FWD,3,,78.0,84.0,70.0,73.0,78.0,38.0,61.0,Right,0.0,0.0,1036.0,200000.0,https://ui-avatars.com/api/?name=Ross%20Stewart&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,John Souttar,DEF,24,,77.0,77.0,55.0,68.0,61.0,73.0,75.0,Right,10.0,8.0,26526.0,2000000.0,https://ui-avatars.com/api/?name=John%20Souttar&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Dominic Hyam,DEF,4,,71.0,73.0,56.0,54.0,58.0,82.0,72.0,Right,76.0,25.0,20063.0,22000000.0,https://ui-avatars.com/api/?name=Dominic%20Hyam&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Ben Gannon-Doak,FWD,14,,81.0,81.0,70.0,57.0,84.0,39.0,58.0,Right,0.0,1.0,408.0,16000000.0,https://ui-avatars.com/api/?name=Ben%20Gannon-Doak&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,George Hirst,FWD,10,,76.0,83.0,68.0,74.0,76.0,28.0,69.0,Right,6.0,2.0,1081.0,8000000.0,https://ui-avatars.com/api/?name=George%20Hirst&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Lewis Ferguson,MID,24,,73.0,81.0,72.0,81.0,70.0,58.0,63.0,Right,47.0,32.0,24063.0,18000000.0,https://ui-avatars.com/api/?name=Lewis%20Ferguson&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Lawrence Shankland,FWD,20,,79.0,73.0,83.0,58.0,73.0,39.0,59.0,Right,83.0,33.0,16230.0,3000000.0,https://ui-avatars.com/api/?name=Lawrence%20Shankland&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Craig Gordon,GK,84,,73.0,45.0,26.0,49.0,32.0,20.0,74.0,Right,0.0,0.0,29276.0,25000.0,https://ui-avatars.com/api/?name=Craig%20Gordon&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Nathan Patterson,DEF,26,,75.0,66.0,37.0,62.0,67.0,79.0,74.0,Right,2.0,4.0,4795.0,10000000.0,https://ui-avatars.com/api/?name=Nathan%20Patterson&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Kenny McLean,MID,58,,70.0,60.0,62.0,68.0,83.0,72.0,69.0,Right,42.0,24.0,26166.0,500000.0,https://ui-avatars.com/api/?name=Kenny%20McLean&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Anthony Ralston,DEF,27,,81.0,68.0,48.0,51.0,54.0,76.0,75.0,Right,9.0,15.0,10533.0,1500000.0,https://ui-avatars.com/api/?name=Anthony%20Ralston&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Findlay Curtis,FWD,3,,78.0,86.0,81.0,61.0,80.0,26.0,64.0,Right,3.0,4.0,1375.0,2000000.0,https://ui-avatars.com/api/?name=Findlay%20Curtis&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Scotland,Scott McKenna,DEF,50,,75.0,71.0,36.0,52.0,54.0,76.0,84.0,Right,5.0,2.0,15472.0,4000000.0,https://ui-avatars.com/api/?name=Scott%20McKenna&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Mathew Ryan,GK,104,,68.0,47.0,31.0,43.0,42.0,24.0,79.0,Right,0.0,0.0,32430.0,2000000.0,https://ui-avatars.com/api/?name=Mathew%20Ryan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Miloš Degenek,DEF,57,,78.0,64.0,37.0,71.0,63.0,81.0,82.0,Right,,,,,https://ui-avatars.com/api/?name=Milo%C5%A1%20Degenek&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Alessandro Circati,DEF,13,,77.0,66.0,43.0,50.0,54.0,75.0,77.0,Right,1.0,1.0,3296.0,10000000.0,https://ui-avatars.com/api/?name=Alessandro%20Circati&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Jacob Italiano,DEF,5,,78.0,66.0,35.0,71.0,69.0,83.0,78.0,Right,11.0,16.0,11761.0,700000.0,https://ui-avatars.com/api/?name=Jacob%20Italiano&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Jordan Bos,DEF,27,,78.0,59.0,49.0,54.0,61.0,76.0,70.0,Right,10.0,15.0,5306.0,8000000.0,https://ui-avatars.com/api/?name=Jordan%20Bos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Jason Geria,DEF,14,,68.0,78.0,46.0,64.0,64.0,77.0,81.0,Right,6.0,2.0,4772.0,500000.0,https://ui-avatars.com/api/?name=Jason%20Geria&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Mathew Leckie,FWD,80,,78.0,89.0,81.0,56.0,80.0,29.0,77.0,Right,11.0,9.0,8639.0,350000.0,https://ui-avatars.com/api/?name=Mathew%20Leckie&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Connor Metcalfe,MID,36,,77.0,58.0,77.0,67.0,73.0,54.0,64.0,Right,0.0,2.0,1115.0,2000000.0,https://ui-avatars.com/api/?name=Connor%20Metcalfe&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Mohamed Touré,FWD,10,,68.0,88.0,70.0,68.0,83.0,34.0,77.0,Right,12.0,8.0,2316.0,4000000.0,https://ui-avatars.com/api/?name=Mohamed%20Tour%C3%A9&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Ajdin Hrustic,FWD,37,,72.0,89.0,75.0,65.0,85.0,26.0,75.0,Right,14.0,12.0,9672.0,700000.0,https://ui-avatars.com/api/?name=Ajdin%20Hrustic&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Awer Mabil,FWD,38,,76.0,78.0,82.0,69.0,82.0,36.0,63.0,Right,29.0,36.0,10588.0,1300000.0,https://ui-avatars.com/api/?name=Awer%20Mabil&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Paul Izzo,GK,4,,71.0,46.0,33.0,52.0,33.0,19.0,74.0,Right,0.0,0.0,3510.0,600000.0,https://ui-avatars.com/api/?name=Paul%20Izzo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Aiden O'Neill,MID,31,,79.0,80.0,62.0,65.0,74.0,57.0,65.0,Right,1.0,1.0,3922.0,3000000.0,https://ui-avatars.com/api/?name=Aiden%20O%27Neill&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Cammy Devlin,MID,5,,72.0,72.0,76.0,79.0,69.0,50.0,70.0,Right,7.0,9.0,9899.0,2000000.0,https://ui-avatars.com/api/?name=Cammy%20Devlin&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Kai Trewin,DEF,6,,77.0,72.0,52.0,66.0,57.0,79.0,70.0,Right,1.0,5.0,1316.0,350000.0,https://ui-avatars.com/api/?name=Kai%20Trewin&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Aziz Behich,DEF,84,,79.0,81.0,42.0,63.0,53.0,72.0,70.0,Right,10.0,16.0,19742.0,275000.0,https://ui-avatars.com/api/?name=Aziz%20Behich&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Nestory Irankunda,FWD,15,,70.0,87.0,81.0,70.0,76.0,33.0,59.0,Right,0.0,0.0,180.0,6000000.0,https://ui-avatars.com/api/?name=Nestory%20Irankunda&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Patrick Beach,GK,2,,69.0,45.0,34.0,48.0,30.0,26.0,73.0,Right,6.0,6.0,16294.0,1500000.0,https://ui-avatars.com/api/?name=Patrick%20Beach&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Harry Souttar,DEF,38,,76.0,75.0,47.0,58.0,60.0,75.0,71.0,Right,1.0,1.0,1982.0,6000000.0,https://ui-avatars.com/api/?name=Harry%20Souttar&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Cristian Volpato,FWD,1,,73.0,85.0,71.0,60.0,74.0,30.0,59.0,Right,4.0,6.0,2377.0,10000000.0,https://ui-avatars.com/api/?name=Cristian%20Volpato&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Cameron Burgess,DEF,27,,69.0,67.0,43.0,68.0,62.0,82.0,70.0,Right,2.0,3.0,2247.0,1800000.0,https://ui-avatars.com/api/?name=Cameron%20Burgess&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Jackson Irvine,MID,82,,75.0,79.0,61.0,79.0,68.0,61.0,66.0,Right,6.0,23.0,14153.0,1500000.0,https://ui-avatars.com/api/?name=Jackson%20Irvine&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Nishan Velupillay,FWD,7,,72.0,72.0,68.0,71.0,74.0,36.0,63.0,Right,,,,,https://ui-avatars.com/api/?name=Nishan%20Velupillay&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Paul Okon-Engstler,MID,6,,77.0,68.0,57.0,72.0,81.0,63.0,69.0,Right,1.0,1.0,997.0,1000000.0,https://ui-avatars.com/api/?name=Paul%20Okon-Engstler&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Lucas Herrington,DEF,4,,69.0,68.0,43.0,52.0,57.0,73.0,75.0,Right,0.0,0.0,980.0,400000.0,https://ui-avatars.com/api/?name=Lucas%20Herrington&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Australia,Tete Yengi,FWD,1,,79.0,83.0,72.0,56.0,76.0,39.0,69.0,Right,7.0,2.0,2253.0,250000.0,https://ui-avatars.com/api/?name=Tete%20Yengi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Gatito Fernández,GK,31,,85.0,71.0,73.0,83.0,82.0,78.0,77.0,Right,0.0,1.0,592.0,7500000.0,https://ui-avatars.com/api/?name=Gatito%20Fern%C3%A1ndez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Gustavo Velázquez,DEF,13,,71.0,69.0,45.0,65.0,55.0,73.0,81.0,Right,0.0,1.0,581.0,900000.0,https://ui-avatars.com/api/?name=Gustavo%20Vel%C3%A1zquez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Omar Alderete,DEF,36,,78.0,65.0,47.0,70.0,60.0,78.0,84.0,Right,5.0,3.0,15106.0,15000000.0,https://ui-avatars.com/api/?name=Omar%20Alderete&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Juan José Cáceres,DEF,17,,72.0,69.0,38.0,60.0,68.0,75.0,74.0,Right,1.0,10.0,3819.0,4000000.0,https://ui-avatars.com/api/?name=Juan%20Jos%C3%A9%20C%C3%A1ceres&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Fabián Balbuena,DEF,48,,73.0,73.0,36.0,63.0,53.0,76.0,73.0,Right,11.0,5.0,12325.0,1200000.0,https://ui-avatars.com/api/?name=Fabi%C3%A1n%20Balbuena&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Júnior Alonso,DEF,71,,78.0,69.0,37.0,57.0,65.0,81.0,73.0,Right,3.0,4.0,8855.0,2000000.0,https://ui-avatars.com/api/?name=J%C3%BAnior%20Alonso&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Ramón Sosa,MID,29,,69.0,59.0,71.0,77.0,71.0,75.0,70.0,Right,3.0,1.0,550.0,10000000.0,https://ui-avatars.com/api/?name=Ram%C3%B3n%20Sosa&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Diego Gómez,MID,24,,74.0,69.0,64.0,71.0,80.0,56.0,76.0,Right,0.0,0.0,25.0,200000.0,https://ui-avatars.com/api/?name=Diego%20G%C3%B3mez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Antonio Sanabria,FWD,48,,77.0,81.0,75.0,58.0,75.0,28.0,64.0,Right,73.0,20.0,19630.0,2000000.0,https://ui-avatars.com/api/?name=Antonio%20Sanabria&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Miguel Almirón,MID,76,,79.0,88.0,72.0,72.0,82.0,38.0,62.0,Right,29.0,8.0,14078.0,9000000.0,https://ui-avatars.com/api/?name=Miguel%20Almir%C3%B3n&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Maurício,MID,3,,73.0,58.0,66.0,77.0,77.0,64.0,72.0,Right,1.0,0.0,1016.0,300000.0,https://ui-avatars.com/api/?name=Maur%C3%ADcio&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Orlando Gill,GK,6,,74.0,45.0,25.0,48.0,39.0,26.0,79.0,Right,1.0,0.0,1335.0,500000.0,https://ui-avatars.com/api/?name=Orlando%20Gill&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,José Canale,DEF,2,,77.0,78.0,44.0,57.0,65.0,72.0,79.0,Right,6.0,7.0,2772.0,300000.0,https://ui-avatars.com/api/?name=Jos%C3%A9%20Canale&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Andrés Cubas,MID,33,,78.0,62.0,58.0,68.0,79.0,56.0,69.0,Right,1.0,0.0,2260.0,4000000.0,https://ui-avatars.com/api/?name=Andr%C3%A9s%20Cubas&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Gustavo Gómez,DEF,89,,76.0,72.0,53.0,53.0,59.0,72.0,76.0,Right,0.0,0.0,1569.0,4000000.0,https://ui-avatars.com/api/?name=Gustavo%20G%C3%B3mez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Damián Bobadilla,MID,19,,69.0,62.0,69.0,81.0,70.0,61.0,61.0,Right,,,,,https://ui-avatars.com/api/?name=Dami%C3%A1n%20Bobadilla&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Kaku,FWD,33,,68.0,88.0,73.0,70.0,76.0,39.0,60.0,Right,35.0,34.0,16389.0,300000.0,https://ui-avatars.com/api/?name=Kaku&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Álex Arce,FWD,15,,79.0,78.0,83.0,65.0,81.0,33.0,71.0,Right,0.0,0.0,536.0,500000.0,https://ui-avatars.com/api/?name=%C3%81lex%20Arce&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Julio Enciso,FWD,32,,76.0,80.0,74.0,68.0,78.0,28.0,60.0,Right,10.0,14.0,4691.0,22000000.0,https://ui-avatars.com/api/?name=Julio%20Enciso&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Braian Ojeda,MID,17,,76.0,59.0,57.0,71.0,72.0,67.0,62.0,Right,,,,,https://ui-avatars.com/api/?name=Braian%20Ojeda&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Gabriel Ávalos,FWD,23,,77.0,78.0,76.0,71.0,82.0,31.0,71.0,Right,0.0,0.0,4302.0,500000.0,https://ui-avatars.com/api/?name=Gabriel%20%C3%81valos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Gastón Olveira,GK,1,,70.0,43.0,29.0,45.0,39.0,24.0,77.0,Right,,,,,https://ui-avatars.com/api/?name=Gast%C3%B3n%20Olveira&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Matías Galarza,MID,15,,71.0,65.0,59.0,65.0,71.0,52.0,68.0,Right,1.0,1.0,1761.0,5500000.0,https://ui-avatars.com/api/?name=Mat%C3%ADas%20Galarza&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Gustavo Caballero,MID,2,,75.0,58.0,60.0,73.0,74.0,53.0,72.0,Right,0.0,1.0,581.0,900000.0,https://ui-avatars.com/api/?name=Gustavo%20Caballero&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Isidro Pitta,FWD,5,,68.0,73.0,79.0,59.0,83.0,32.0,63.0,Right,,,,,https://ui-avatars.com/api/?name=Isidro%20Pitta&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Paraguay,Alexandro Maidana,DEF,2,,75.0,72.0,37.0,71.0,61.0,84.0,79.0,Right,0.0,1.0,1371.0,500000.0,https://ui-avatars.com/api/?name=Alexandro%20Maidana&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Turkey,Mert Günok,GK,37,,72.0,45.0,25.0,41.0,36.0,19.0,70.0,Right,0.0,1.0,24831.0,500000.0,https://ui-avatars.com/api/?name=Mert%20G%C3%BCnok&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
